created_at,entry_id,humidity,temperature,api_temperature,api_humidity,api_clouds,api_windspeed
2024-11-06T19:19:42+00:00,285,81.2,18.8,9.89999,91,100,1.54
2024-11-06T19:24:43+00:00,286,78.9,18.7,,,,
2024-11-06T19:29:43+00:00,287,78.8,18.7,9.82998,91,100,2.57
2024-11-06T19:34:44+00:00,288,75.3,18.6,,,,
2024-11-06T19:39:45+00:00,289,77.9,18.6,9.82998,91,100,2.57
2024-11-06T19:44:45+00:00,290,80.4,18.6,,,,
2024-11-06T19:49:46+00:00,291,83.2,18.6,9.82,91,100,2.57
2024-11-06T19:54:47+00:00,292,84.7,18.7,,,,
2024-11-06T19:59:47+00:00,293,83.9,18.8,9.83999,91,100,2.57
2024-11-06T20:04:48+00:00,294,81.3,18.8,,,,
2024-11-06T20:09:49+00:00,295,84.3,18.9,9.82,91,100,2.57
2024-11-06T20:14:49+00:00,296,85.2,18.9,,,,
2024-11-06T20:19:50+00:00,297,82.4,19,9.77999,91,100,2.57
2024-11-06T20:24:50+00:00,298,82.1,19.1,,,,
2024-11-06T20:29:51+00:00,299,81.2,19.2,9.77999,91,100,2.57
2024-11-06T20:34:52+00:00,300,81.7,19.3,,,,
2024-11-06T20:39:52+00:00,301,79.4,19.3,9.76,91,100,2.57
2024-11-06T20:44:53+00:00,302,83.4,19.4,,,,
2024-11-06T20:49:54+00:00,303,84.9,19.5,9.76,91,100,2.57
2024-11-06T20:54:54+00:00,304,81.5,19.5,,,,
2024-11-06T20:59:55+00:00,305,83.5,19.5,9.73998,91,100,2.57
2024-11-06T21:04:55+00:00,306,83.3,19.4,,,,
2024-11-06T21:09:56+00:00,307,85.5,19.6,9.72,92,100,2.06
2024-11-06T21:14:57+00:00,308,86.5,19.6,,,,
2024-11-06T21:19:57+00:00,309,86.2,19.6,9.72,92,100,2.06
2024-11-06T21:24:58+00:00,310,80.2,19.6,,,,
2024-11-06T21:29:59+00:00,311,86.1,19.6,9.60998,92,100,3.6
2024-11-06T21:34:59+00:00,312,81.9,19.6,,,,
2024-11-06T21:40:00+00:00,313,83.4,19.6,9.61999,92,100,3.6
2024-11-06T21:45:01+00:00,314,85.4,19.6,,,,
2024-11-06T21:50:02+00:00,315,85.1,19.6,9.61999,92,100,3.6
2024-11-06T21:55:03+00:00,316,86.6,19.5,,,,
2024-11-06T22:00:03+00:00,317,84.6,19.6,9.57998,92,100,2.57
2024-11-06T22:05:04+00:00,318,83.8,19.5,,,,
2024-11-06T22:10:04+00:00,319,83.9,19.5,9.57998,93,100,2.57
2024-11-06T22:15:05+00:00,320,84.5,19.5,,,,
2024-11-06T22:20:05+00:00,321,83.3,19.4,9.57998,92,100,2.57
2024-11-06T22:25:06+00:00,322,85.2,19.4,,,,
2024-11-06T22:30:06+00:00,323,82.7,19.4,9.57998,92,100,2.57
2024-11-06T22:35:07+00:00,324,84.3,19.3,,,,
2024-11-06T22:40:08+00:00,325,84.8,19.3,9.55999,92,100,2.57
2024-11-06T22:45:08+00:00,326,83,19.2,,,,
2024-11-06T22:50:09+00:00,327,84.9,19.3,9.55999,92,100,2.57
2024-11-06T22:55:09+00:00,328,80.4,19.2,,,,
2024-11-06T23:00:10+00:00,329,79.5,19.2,9.48001,92,100,2.57
2024-11-06T23:05:11+00:00,330,81.3,19.2,,,,
2024-11-06T23:10:11+00:00,331,81.7,19.2,9.45999,93,100,2.57
2024-11-06T23:15:12+00:00,332,81.2,19.2,,,,
2024-11-06T23:20:12+00:00,333,77.7,19.1,9.49999,92,100,2.57
2024-11-06T23:25:13+00:00,334,83.9,19.1,,,,
2024-11-06T23:30:14+00:00,335,78,19.1,9.52999,92,100,2.57
2024-11-06T23:35:14+00:00,336,79.2,19.1,,,,
2024-11-06T23:40:15+00:00,337,78.6,19,9.47,92,100,2.06
2024-11-06T23:45:16+00:00,338,79.1,19,,,,
2024-11-06T23:50:16+00:00,339,82.2,19,9.42999,92,100,2.06
2024-11-06T23:55:17+00:00,340,79.8,19,,,,
2024-11-07T00:00:18+00:00,341,79.2,18.9,9.47,92,100,2.06
2024-11-07T00:05:18+00:00,342,78.1,19,,,,
2024-11-07T00:10:19+00:00,343,78.9,18.9,9.45001,93,100,2.06
2024-11-07T00:15:19+00:00,344,79.2,18.9,,,,
2024-11-07T00:20:20+00:00,345,77.9,18.9,9.36999,92,100,2.06
2024-11-07T00:25:21+00:00,346,77.8,18.8,,,,
2024-11-07T00:30:22+00:00,347,78.6,18.8,9.32998,92,100,2.06
2024-11-07T00:35:22+00:00,348,78.5,18.8,,,,
2024-11-07T00:40:23+00:00,349,78.8,18.7,9.33999,92,100,2.57
2024-11-07T00:45:24+00:00,350,76.7,18.7,,,,
2024-11-07T00:50:24+00:00,351,77.9,18.7,9.33999,92,100,2.57
2024-11-07T00:55:25+00:00,352,78.2,18.7,,,,
2024-11-07T01:00:26+00:00,353,78.9,18.6,9.32,92,100,2.57
2024-11-07T01:05:26+00:00,354,77.3,18.6,,,,
2024-11-07T01:10:27+00:00,355,79.9,18.6,9.39999,92,100,1.54
2024-11-07T01:15:28+00:00,356,80.3,18.6,,,,
2024-11-07T01:20:28+00:00,357,80.8,18.6,9.24999,92,100,1.54
2024-11-07T01:25:29+00:00,358,80.1,18.6,,,,
2024-11-07T01:30:30+00:00,359,80,18.6,9.32998,92,100,1.03
2024-11-07T01:35:30+00:00,360,80.6,18.6,,,,
2024-11-07T01:40:31+00:00,361,77.2,18.5,9.35,92,100,1.03
2024-11-07T01:45:32+00:00,362,79.7,18.5,,,,
2024-11-07T01:50:32+00:00,363,81.6,18.5,9.39001,92,100,1.03
2024-11-07T01:55:33+00:00,364,80.3,18.5,,,,
2024-11-07T02:00:34+00:00,365,80,18.5,9.38,92,100,1.03
2024-11-07T02:05:34+00:00,366,80,18.4,,,,
2024-11-07T02:10:35+00:00,367,80.5,18.4,9.32998,93,100,0.51
2024-11-07T02:15:36+00:00,368,79.1,18.4,,,,
2024-11-07T02:20:36+00:00,369,80.4,18.4,9.29,92,100,0.51
